index,title,budget,genres,id,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
3667,Born Of War,0,Action Thriller War,299552,en,1.136568,05-12-13,0,109,4.1,7
3668,Capricorn One,5000000,Drama Action Thriller Science Fiction,11935,en,11.095219,10-12-77,0,123,6.4,131
3669,Should've Been Romeo,0,Comedy Drama,113406,en,0.40703,28-04-12,0,0,0,0
3670,Running Forever,0,Family,447027,en,0.028756,27-10-15,0,88,0,0
3671,Yoga Hosers,5000000,Comedy Fantasy Horror Thriller,290825,en,8.618793,08-07-16,0,88,4.7,102
3672,Navy Seals vs. Zombies,0,Horror Action,361159,en,2.394613,08-10-15,0,97,3.5,36
3673,I Served the King of England,0,Comedy Drama,12555,cs,2.387463,19-12-06,0,120,7,22
3674,Soul Kitchen,5000000,Drama Comedy,31175,de,5.461487,09-09-09,17872796,99,7.1,116
3675,Sling Blade,1000000,Drama,12498,en,14.805264,30-08-96,24475416,135,7.4,231
3676,The Awakening,4798235,Horror Thriller,77949,en,25.30216,17-08-11,209696,107,6.3,458
3677,Hostel,4800000,Horror,1690,en,38.83192,06-01-05,80578934,94,5.7,887
3678,A Cock and Bull Story,0,Comedy Drama,8435,en,3.500741,17-07-05,0,94,6.2,43
3679,Take Shelter,5000000,Thriller Drama,64720,en,19.807295,25-11-11,3099314,120,7.1,471
3680,Lady in White,0,Horror Thriller,49365,en,1.435742,22-04-88,0,112,6.3,25
3681,Driving Lessons,0,Drama Comedy,11404,en,7.667888,30-04-06,0,98,6.3,47
3682,Let's Kill Ward's Wife,5000000,Comedy,300706,en,8.496364,23-12-14,0,81,5.5,76
3683,The Texas Chainsaw Massacre 2,4700000,Horror,16337,en,9.617777,22-08-86,8025872,101,5.9,139
3684,Pat Garrett & Billy the Kid,4638783,Western,11577,en,4.495256,23-05-73,11000000,106,7.2,65
3685,Only God Forgives,4800000,Drama Thriller Crime,77987,en,35.754865,30-05-13,10337387,90,5.6,862
3686,Camping Sauvage,0,Drama Romance,40185,fr,0.20323,13-10-05,0,80,4.8,4
3687,Without Men,4,Comedy Romance,68202,en,0.28076,29-06-11,0,83,4.6,8
3688,Dear Frankie,0,Drama Family,8981,en,3.11319,18-05-04,0,105,7,46
3689,All Hat,0,Action Comedy Drama Western,10914,en,0.137535,11-09-07,0,89,1,1
3690,The Names of Love,4600000,Drama Comedy Romance,50848,fr,6.368933,24-11-10,0,100,7.3,93
3691,Treading Water,4700000,Drama Comedy,166624,en,0.217538,13-09-13,0,92,5.6,6
3692,Savage Grace,4600000,Drama,10822,en,3.531877,18-05-07,0,97,5.7,60
3693,Out of the Blue,0,Drama,10844,en,0.706355,12-10-06,0,103,5.9,18
3694,Police Academy,4500000,Comedy Crime,9336,en,15.002502,22-03-84,146198896,96,6.5,602
3695,The Blue Lagoon,4500000,Romance Adventure Drama,5689,en,22.585384,05-07-80,58853106,104,5.8,408
3696,Four Weddings and a Funeral,6000000,Comedy Drama Romance,712,en,29.834065,09-03-94,254700832,117,6.6,632
3697,Fast Times at Ridgemont High,4500000,Comedy,13342,en,20.403344,13-08-82,27092880,90,7,322
3698,Moby Dick,4500000,Adventure Drama,10339,en,5.224593,27-06-56,10400000,116,6.9,89
3699,25th Hour,15000000,Crime Drama,1429,en,30.196039,16-12-02,13060843,135,7.2,629
3700,Bound,4500000,Crime Drama Romance Thriller,9303,en,15.359952,13-09-96,7011317,108,6.9,198
3701,Requiem for a Dream,4500000,Crime Drama,641,en,11.573034,27-10-00,7390108,102,7.9,2443
3702,State Fair,0,Music Romance,27686,en,1.847822,29-08-45,0,96,6.2,19
3703,Tango,0,Drama Foreign Romance,65749,es,0.425551,12-02-98,0,115,6.8,6
3704,Salvador,4500000,Drama,6106,en,3.819796,23-04-86,0,123,7,71
3705,Moms' Night Out,5000000,Comedy,252680,en,10.274542,25-03-14,10429707,98,5.5,121
3706,Donnie Darko,6000000,Fantasy Drama Mystery,141,en,61.210016,18-01-01,1270522,113,7.7,3452
3707,Saving Private Perez,0,Action Comedy Foreign,66607,en,0.177356,18-03-11,0,105,6.1,18
3708,Character,4500000,Drama Foreign History,17139,nl,0.011697,17-04-97,0,122,7.7,25
3709,Spun,2000000,Comedy Crime Drama,12079,en,6.249262,01-06-02,0,101,6.6,132
3710,Life During Wartime,4500000,Comedy Drama,39800,en,3.108881,10-10-09,744816,97,6.3,30
3711,Sympathy for Lady Vengeance,0,Drama Thriller,4550,ko,17.074843,29-07-05,23803308,115,7.4,356
3712,Mozart's Sister,0,Drama,62116,fr,0.774442,09-06-10,0,120,6.2,13
3713,Mean Machine,0,Comedy Drama,9991,en,8.816995,26-12-01,0,99,6,157
3714,Exiled,4500000,Action Crime Thriller,13807,cn,8.48639,06-09-06,0,110,7,46
3715,Blackthorn,0,Adventure Action Western,68818,en,5.223096,31-08-11,623528,98,6.6,73
3716,Lilya 4-ever,0,Crime Drama,12093,sv,7.759215,23-08-02,0,109,7.7,139
3717,After.Life,4500000,Drama Horror Mystery Thriller,36419,en,14.570359,09-04-10,3606395,104,5.4,251
3718,Fugly,0,Comedy Drama Thriller,281730,en,0.371337,13-06-14,0,134,5.3,2
3719,One Flew Over the Cuckoo's Nest,3000000,Drama,510,en,127.525581,18-11-75,108981275,133,8.2,2919
3720,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,Comedy Horror,362105,en,3.898737,29-09-15,0,85,6.9,35
3721,Silent Movie,0,Comedy,10970,en,7.315935,17-06-76,0,86,6.7,78
3722,Airlift,4500000,Thriller Action Drama History,375290,hi,2.551559,22-01-16,32000000,126,7.3,57
3723,Anne of Green Gables,0,Drama Family,17663,en,8.772574,01-12-85,0,199,8.2,68
3724,Falcon Rising,0,Adventure Action,270938,en,6.988357,05-09-14,0,103,5.5,71
3725,The Sweeney,3730500,Action Drama Crime,116613,en,6.938854,11-09-12,6294161,112,5.7,109
3726,Sexy Beast,5000000,Crime Drama Thriller,11826,en,11.21273,13-09-00,0,89,7,217
3727,Easy Money,0,Drama Thriller Crime,29920,sv,7.217328,15-01-10,0,124,6.5,63
3728,Whale Rider,8000000,Drama Family,1088,en,12.439495,30-01-03,41400000,101,7.1,111
3729,Paa,3250000,Drama Family Foreign,26379,en,2.126139,04-12-09,0,133,6.6,19
3730,Cargo,0,Thriller Mystery Science Fiction,34069,de,10.142218,24-09-09,0,120,5.9,140
3731,High School Musical,4200000,Comedy Drama Family Music TV Movie,10947,en,16.536374,20-01-06,0,98,6.1,1000
3732,Love and Death on Long Island,0,Drama Romance Foreign,47452,en,0.933891,01-01-97,0,93,6.9,11
3733,Night Watch,4200000,Fantasy Action Thriller,3040,ru,12.540624,27-06-04,32000000,114,6.3,210
3734,The Crying Game,3705538,Romance Crime Drama Thriller,11386,en,8.839651,02-09-92,62548947,112,6.9,176
3735,Porky's,4000000,Comedy,10246,en,12.891276,13-11-81,125728258,94,6.1,183
3736,Survival of the Dead,4000000,Horror Science Fiction,29426,en,10.789912,06-05-10,0,90,4.6,116
3737,Night of the Living Dead,114000,Horror,10331,en,25.666029,01-10-68,30000000,96,7.5,580
3738,Lost in Translation,4000000,Drama,153,en,45.66662,31-08-03,119723856,102,7.3,1895
3739,Annie Hall,4000000,Comedy Drama Romance,703,en,35.892034,19-04-77,38251425,93,7.8,1010
3740,The Greatest Show on Earth,4000000,Action Drama Romance,27191,en,8.988455,10-01-52,36000000,152,6.6,50
3741,Monster's Ball,4000000,Drama Romance,1365,en,14.042041,11-11-01,44909486,111,6.5,250
3742,Maggie,4000000,Horror,287424,en,40.016306,08-05-15,187112,95,5.2,593
3743,Leaving Las Vegas,3600000,Drama Romance,451,en,22.030517,27-10-95,49800000,112,7.1,360
3744,Hansel and Gretel Get Baked,4500000,Horror Comedy,165864,en,2.503612,19-02-13,0,86,4.8,67
3745,The Front Page,4000000,Romance Drama Comedy,987,en,4.117968,01-12-74,0,105,6.9,68
3746,The Boy Next Door,4000000,Thriller,241251,en,24.161735,23-01-15,52425855,91,4.1,1022
3747,Trapeze,4000000,Drama,40494,en,1.379354,30-05-56,14400000,105,6.4,22
3748,The Kids Are All Right,3500000,Comedy Drama,39781,en,15.338211,09-07-10,34705850,106,6.5,506
3749,They Live,4000000,Action Horror Science Fiction Thriller,8337,en,29.852608,23-11-88,13008928,94,7.1,550
3750,The Great Escape,4000000,Adventure Drama History Thriller War,5925,en,35.061467,20-06-63,11744471,172,7.8,717
3751,What the #$*! Do We (K)now!?,0,Documentary,8357,en,7.288352,23-04-04,10000000,109,5.8,34
3752,The Last Exorcism Part II,5000000,Horror Thriller,146203,en,10.605752,28-02-13,15179302,88,4.4,203
3753,Boyhood,4000000,Drama,85350,en,43.40352,05-06-14,44349000,164,7.5,1971
3754,Scoop,4000000,Comedy Mystery,512,en,17.229537,27-07-06,31584901,96,6.4,420
3755,The Wash,7000000,Action Comedy,13408,en,2.453459,16-11-01,10229331,93,5.3,26
3756,3 Strikes,6000000,Action Comedy Romance,47816,en,1.433692,01-03-00,9000000,82,5.9,15
3757,The Cooler,32000000,Drama Romance,10744,en,9.976428,17-01-03,0,101,6.7,89
3758,The Misfits,4000000,Drama Action Romance,11536,en,2.930058,01-01-61,8200000,124,6.8,72
3759,The Night Listener,0,Drama Thriller,9782,en,7.173059,12-02-06,0,91,5.5,57
3760,The Jerky Boys,0,Comedy Crime,18713,en,1.735462,03-02-95,0,82,4.8,10
3761,The Orphanage,0,Horror Drama Thriller,6537,es,29.071955,27-08-07,44000000,105,7.1,633
3762,A Haunted House 2,0,Comedy Horror,184345,en,18.428909,17-04-14,0,87,5.4,346
3763,The Rules of Attraction,4000000,Comedy Drama Romance,1809,en,11.387335,11-10-02,0,110,6.3,168
3764,Topaz,4000000,Action Drama Mystery Thriller,2370,en,5.975604,18-12-69,6000000,143,6.1,77
3765,Let's Go to Prison,4000000,Comedy Crime,9809,en,4.59841,17-11-06,4630045,84,5.5,69
3766,Four Rooms,4000000,Crime Comedy,5,en,22.87623,09-12-95,4300000,98,6.5,530
3767,Secretary,4000000,Comedy Drama Romance,11013,en,19.107285,11-01-02,9304609,104,6.7,376
3768,The Real Cancun,0,Documentary,19153,en,0.456485,23-04-03,0,96,3.3,8
3769,Talk Radio,4000000,Drama,10132,en,4.541908,21-12-88,3468572,110,6.7,46
3770,Waiting for Guffman,0,Music Comedy,16448,en,4.348416,31-01-96,0,84,7.3,63
3771,Love Stinks,0,Comedy Romance,15122,en,3.347885,10-09-99,0,94,5.4,11
3772,You Kill Me,4000000,Comedy Crime Thriller Romance,8141,en,6.091951,09-02-07,2426851,90,6.2,80
3773,Thumbsucker,0,Comedy Drama,1546,en,4.757625,23-01-05,1919197,96,6.1,67
3774,Red State,4000000,Horror Action Thriller,48572,en,12.062371,19-08-11,1104682,88,5.9,316
3775,Mirrormask,4000000,Fantasy,14517,en,7.758188,25-01-05,866999,101,6.6,102
3776,Samsara,4000000,Drama Documentary,89708,en,12.781973,16-09-11,0,102,8,167
3777,The Barbarians,0,Fantasy Adventure,27551,en,1.631993,01-03-87,0,87,5.1,8
3778,The Art of Getting By,0,Drama Romance,64678,en,12.690224,17-06-11,1406224,83,6.5,415
3779,Zipper,0,Thriller Drama,309503,en,8.516229,28-08-15,0,103,5.5,58
3780,Poolhall Junkies,0,Comedy Drama Thriller,14293,en,5.90259,07-06-02,0,99,6.5,25
3781,The Loss of Sexual Innocence,4000000,Drama,15059,en,2.866934,29-04-99,0,106,5.2,9
3782,Holy Motors,0,Drama Fantasy,103328,en,9.140936,02-07-12,641100,115,6.9,228
3783,Joe,4000000,Drama,157847,en,22.987897,11-04-14,2365467,118,6.5,338
3784,Shooting Fish,3000000,Crime Comedy Romance,25719,en,1.204941,22-08-97,302204,109,7,23
3785,Prison,1300000,Crime Drama Horror Thriller,48309,en,7.605291,04-03-88,354704,102,6.7,27
3786,Psycho Beach Party,1500000,Comedy,27723,en,2.855963,06-08-00,0,95,6,26
3787,The Big Tease,0,Comedy Foreign,20468,en,0.502396,01-01-99,0,87,5.8,6
3788,"Guten Tag, Ramón",4000000,Drama,242575,en,1.771584,18-10-13,0,119,8.1,18
3789,Trust,9500000,Crime Drama Thriller,44945,en,21.230737,10-09-10,120000,104,6.6,307
3790,An Everlasting Piece,0,Comedy Crime,29122,en,0.068246,22-12-00,0,103,6,1
3791,Among Giants,0,Comedy Romance,125123,en,0.541652,24-06-98,0,93,4.5,2
3792,Adore,16000000,Drama,111190,en,18.790221,03-04-13,318982,100,6.1,291
3793,The Velocity of Gary,4000000,Drama Romance,133575,en,0.409089,16-07-99,0,100,4.2,5
3794,Mondays in the Sun,4000000,Drama,54580,es,3.663108,27-09-02,146402,113,7.1,36
3795,Stake Land,650000,Drama Horror Action Thriller Science Fiction,52015,en,12.496261,30-09-10,33245,98,6.2,285
3796,The Last Time I Committed Suicide,0,Drama,34941,en,0.596889,20-06-97,0,92,6.7,7
3797,Futuro Beach,0,Drama,227975,pt,2.611364,01-05-14,0,106,6.4,31
3798,Another Happy Day,4000000,Comedy Drama,60422,en,3.238466,18-11-11,355688,119,6.2,37
3799,A Lonely Place to Die,4000000,Adventure Action Thriller Crime,81390,en,8.30723,09-04-11,25345000,99,6.2,157
3800,Nothing,0,Comedy Fantasy Science Fiction,10981,en,3.408955,09-09-03,0,90,5.8,38
3801,The Geographer Drank His Globe Away,0,Drama,225235,ru,1.876621,26-07-13,4037782,120,7.3,23
3802,1776,0,Drama Comedy History Music,14902,en,1.807571,09-11-72,0,142,7.1,20
3803,Inescapable,0,Thriller Romance,121676,en,6.783053,14-09-12,0,93,5.2,13
3804,Hell's Angels,3950000,Action Drama History,22301,en,8.484123,15-11-30,8000000,127,6.1,19
3805,Purple Violets,4000000,Comedy Drama Romance,20065,en,0.936232,30-04-07,0,103,5.7,9
3806,The Veil,4000000,Horror,257087,en,12.822534,21-04-16,0,93,4.5,118
3807,The Loved Ones,0,Horror,46420,en,4.989985,13-09-09,0,84,6.6,207
3808,The Helpers,4000000,Horror,114635,en,1.390659,27-10-12,0,78,4.1,8
3809,How to Fall in Love,4000000,Comedy Romance TV Movie,158150,en,1.923514,21-07-12,0,0,5.2,20
3810,The Perfect Wave,0,Romance Adventure Drama,251979,en,4.118612,28-02-14,0,113,4.4,21
3811,A Man for All Seasons,3900000,Drama History,874,en,9.541688,12-12-66,28350000,120,7.5,89
3812,Network,3800000,Drama,10774,en,17.234745,01-11-76,23689877,121,7.7,381
3813,Gone with the Wind,4000000,Drama Romance War,770,en,48.98255,15-12-39,400176459,238,7.7,970
3814,Desert Dancer,0,Drama,266102,en,1.972668,03-07-14,0,98,6.5,18
3815,Major Dundee,3800000,War Western,29715,en,3.490215,07-04-65,14873,123,6.2,38
3816,Annie Get Your Gun,3768785,Action Comedy Music Romance Western,25209,en,1.726175,17-05-50,8000000,107,7.3,22
3817,Four Lions,967686,Comedy Crime Drama,37495,en,20.544999,07-05-10,4270000,101,7,423
3818,The House of Sand,0,Drama,29262,pt,0.389471,13-05-05,0,115,6.7,9
3819,Defendor,3500000,Drama Action Comedy Crime,34769,en,8.45342,12-09-09,44462,101,6.5,195
3820,The Pirate,3700000,Music Romance,35032,en,0.90522,11-06-48,2956000,102,6.6,17
3821,The Good Heart,3800000,Drama Comedy Romance,5178,en,2.201678,11-09-09,0,95,6,21
3822,The History Boys,4000000,Comedy Drama,8618,en,3.771652,02-10-06,13401952,109,6.6,66
3823,Midnight Cowboy,3600000,Drama,3116,en,21.119209,25-05-69,44785053,113,7.4,299
3824,The Full Monty,3500000,Comedy,9427,en,17.002623,13-08-97,257850122,91,6.8,363
3825,Airplane!,3500000,Comedy,813,en,46.116885,02-07-80,83453539,88,7.1,1074
3826,Chain of Command,5000000,Thriller Adventure Action,352978,en,1.398981,30-08-15,0,88,5.3,11
3827,Friday,3500000,Comedy,10634,en,25.5748,26-04-95,28215918,91,7,503
3828,Menace II Society,3500000,Drama Action Crime,9516,en,3.418871,26-05-93,27900000,97,7.2,173
3829,Creepshow 2,3500000,Horror,16288,en,10.729884,01-05-87,14000000,92,5.9,129
3830,The Ballad of Cable Hogue,3716946,Action Comedy Western,23330,en,2.676535,13-05-70,5000000,121,6.9,47
3831,In Cold Blood,3500000,Crime Drama,18900,en,7.821438,14-12-67,13007551,134,7.4,82
3832,The Nun's Story,3500000,Drama,27029,en,3.281509,18-06-59,12800000,149,7.4,46
3833,Harper,3500000,Action Drama Thriller Crime Mystery,26268,en,2.938973,23-02-66,12000000,121,6.2,35
3834,Frenzy,3500000,Crime Drama Mystery Thriller,573,en,10.219942,25-05-72,12600000,116,7.1,158
3835,The Witch,3500000,Mystery Horror,310131,en,50.319662,19-02-16,40423945,92,6.3,1434
3836,I Got the Hook Up,0,Action Comedy,40505,en,0.593068,27-05-98,0,93,5.4,8
3837,She's the One,3500000,Comedy Romance,11363,en,8.406025,26-08-96,9482579,96,5.7,70
3838,Gods and Monsters,10000000,Drama,3033,en,5.588652,21-01-98,6451628,105,6.8,81
3839,The Secret in Their Eyes,2000000,Crime Drama Mystery Romance,25376,es,25.894065,13-08-09,33965843,129,7.8,626
3840,Train,0,Horror Thriller,22007,en,3.280081,16-10-08,0,94,4.8,36
3841,Evil Dead II,3600000,Horror Comedy Fantasy,765,en,35.674774,13-03-87,5923044,84,7.6,742
3842,Pootie Tang,0,Action Comedy,10615,en,3.115754,29-06-01,0,81,5.4,43
3843,Sharknado,1000000,TV Movie Horror,205321,en,20.466433,11-07-13,0,86,3.8,476
3844,The Other Conquest,0,Drama Foreign,89540,es,0.015597,01-04-99,0,105,5.4,4
3845,Troll Hunter,3500000,Fantasy Horror,46146,nb,12.982319,29-10-10,4159678,103,6.7,583
3846,Ira & Abby,0,Comedy Romance,38007,en,0.595136,01-01-06,0,104,5.8,9
3847,Winter Passing,3500000,Comedy Drama,14256,en,3.643608,07-02-06,113783,98,6.7,28
3848,D.E.B.S.,3500000,Action,540,en,6.396936,21-01-04,0,91,5.6,90
3849,The Masked Saint,0,Crime Action,370464,en,0.909067,08-01-16,0,111,2.9,7
3850,The Betrayed,3500000,Crime Drama Mystery Thriller,20055,en,1.348114,27-09-08,0,98,5.2,10
3851,Taxman,0,Action Crime Comedy Thriller,224569,en,0.964802,16-09-99,0,104,2,1
3852,The Secret,0,Drama,395766,en,0.042346,29-04-16,0,200,0,0
3853,2:13,3500000,Horror Thriller Mystery,39303,en,1.271621,25-04-09,0,96,4.6,10
3854,"Batman: The Dark Knight Returns, Part 2",3500000,Action Animation,142061,en,25.891466,18-01-13,0,78,7.9,419
3855,Time to Choose,3500000,Documentary,370662,en,1.618138,04-09-15,0,100,0,0
3856,In the Name of the King III,3500000,Action Adventure Drama Fantasy,252360,en,4.304341,27-12-13,0,85,3.3,19
3857,Wicked Blood,3500000,Action Drama Thriller,256740,en,3.158056,04-03-14,0,92,5.3,37
3858,Stranded,0,Drama,299145,en,3.230779,05-06-15,0,86,5,11
3859,Lords of London,3440000,Crime Mystery Thriller,241766,en,1.913302,06-01-14,0,90,3.6,6
3860,High Anxiety,3400000,Comedy Music,12535,en,5.690619,25-12-77,31063038,94,6.5,84
3861,March of the Penguins,8000000,Documentary Family,1667,fr,17.537154,26-01-05,127392239,80,6.9,358
3862,Margin Call,3500000,Thriller Drama,50839,en,26.259389,28-09-11,19504039,107,6.7,524
3863,August,0,Drama,86549,en,1.419431,09-06-11,0,100,6.2,15
3864,Choke,3000000,Comedy Drama,13973,en,11.637458,26-09-08,3830137,92,6,127
3865,Whiplash,3300000,Drama,244786,en,192.528841,10-10-14,13092000,105,8.3,4254
3866,City of God,3300000,Drama Crime,598,pt,44.356711,05-02-02,30641770,130,8.1,1814
3867,Human Traffic,600000,Comedy Drama,11129,en,4.859873,04-06-99,4000000,99,6.8,97
3868,To Write Love on Her Arms,3400000,Drama Music,75861,en,6.723057,13-03-15,0,118,6.8,47
3869,The Dead Girl,0,Mystery Drama Crime Thriller,13551,en,3.069605,07-11-06,0,85,6.4,66
3870,The Hunt,3800000,Drama,103663,da,21.826888,28-08-12,16800000,115,7.9,927
3871,A Christmas Story,0,Comedy Family,850,en,15.128316,18-11-83,19294144,94,7.4,344
3872,Bella,0,Drama Romance,12586,en,1.814802,09-09-06,0,91,6.7,37
3873,Class of 1984,4300000,Action Drama Horror Crime Thriller,11564,en,5.643023,20-08-82,0,98,6.2,66
3874,The Opposite Sex,3300000,Comedy,301748,en,2.964785,08-11-14,45000,96,4.1,9
3875,Dreaming of Joseph Lees,2000000,Romance Drama,108346,en,0.11615,29-10-99,7,92,8,1
3876,The Class,0,Drama,8841,fr,13.437038,24-09-08,28814580,128,6.8,174
3877,Rosemary's Baby,3200000,Horror Drama Mystery,805,en,26.180367,12-06-68,33395426,136,7.5,863
3878,The Man Who Shot Liberty Valance,3200000,Western,11697,en,11.735287,22-04-62,8000000,123,7.4,265
3879,Adam,0,Drama Romance,22051,en,8.308442,29-07-09,2277396,99,6.9,150
3880,Maria Full of Grace,0,Drama Thriller Crime,436,es,3.027892,18-01-04,0,101,6.9,101
3881,Beginners,3200000,Drama Romance Comedy,55347,en,11.933449,11-09-10,5332926,105,6.8,347
3882,Feast,0,Action Comedy Horror,10070,en,8.825113,14-10-05,658573,95,6.1,160
3883,Animal House,2700000,Comedy,8469,en,17.332585,27-07-78,141000000,109,7,418
3884,Goldfinger,2500000,Adventure Action Thriller,658,en,47.812466,17-09-64,124881062,110,7.2,987
3885,Antiviral,2400000,Science Fiction Horror,125490,en,11.753553,19-09-12,0,110,5.7,112
3886,It's a Wonderful Life,3180000,Drama Family Fantasy,1585,en,42.868495,20-12-46,9644124,130,8,1076
3887,Trainspotting,4000000,Drama Crime,627,en,63.513324,23-02-96,16491080,93,7.8,2655
3888,The Original Kings of Comedy,0,Comedy,23618,en,1.918959,18-08-00,0,115,6.3,15
3889,Paranormal Activity 2,3000000,Horror Thriller,41436,en,22.789649,20-10-10,177512032,91,5.7,722
3890,Waking Ned,0,Comedy Romance,10162,en,5.735912,15-09-98,0,91,7.4,54
3891,Bowling for Columbine,4000000,Documentary,1430,en,11.414843,09-10-02,35564473,120,7.3,453
3892,Coming Home,0,Drama,259943,zh,6.017273,16-05-14,0,111,6.9,49
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,Horror,10014,en,21.607228,31-10-85,29999213,87,5.7,361
3894,A Room with a View,3000000,Drama Romance,11257,en,7.961559,13-12-85,20966644,117,6.9,156
3895,The Purge,3000000,Science Fiction Horror Thriller,158015,en,54.403033,31-05-13,89328627,86,6,2428
3896,Sinister,3000000,Horror Thriller Mystery,82507,en,41.045084,29-03-12,77712439,110,6.7,1573
3897,Martin Lawrence Live: Runteldat,3000000,Comedy,20337,en,0.295226,01-08-02,19184015,113,5,1
3898,Cat on a Hot Tin Roof,3000000,Drama Romance,261,en,16.553594,17-02-58,17570324,108,7.6,165
3899,Beneath the Planet of the Apes,3000000,Adventure Science Fiction Mystery,1685,en,24.393296,01-05-70,18999718,95,6.2,361
3900,Air Bud,3000000,Comedy Family Drama,20737,en,11.241802,01-08-97,23144499,98,5.3,106
3901,Pokémon: Spell of the Unknown,16000000,Adventure Fantasy Animation Action Family,10991,ja,9.18885,08-07-00,68411275,93,5.9,137
3902,Friday the 13th Part VI: Jason Lives,3000000,Horror Mystery Thriller,10225,en,11.158167,01-08-86,19472057,86,5.7,216
3903,The Bridge on the River Kwai,3000000,Drama History War,826,en,23.109959,02-10-57,33300000,161,7.7,542
3904,Spaced Invaders,3000000,Comedy Family Science Fiction,34086,en,1.586598,27-04-90,15369573,100,4.7,25
3905,Family Plot,2000000,Comedy Crime Thriller,5854,en,3.832858,09-04-76,7900000,121,6.7,86
3906,The Apartment,3000000,Comedy Drama Romance,284,en,22.889294,15-06-60,25000000,125,8.1,483
3907,Jason Goes to Hell: The Final Friday,3000000,Fantasy Horror Thriller,10285,en,10.341982,13-08-93,15938065,87,4.2,193
3908,Torn Curtain,3000000,Mystery Thriller,5780,en,7.924982,13-07-66,13000000,128,6.4,120
3909,Dave Chappelle's Block Party,3000000,Comedy Documentary Music,292,en,1.697846,12-09-05,11718595,100,6.4,28
3910,Slow West,0,Romance Thriller Western,223485,en,14.936661,16-04-15,229094,84,6.6,367
3911,Krush Groove,3000000,Drama Music Romance,29463,en,0.720091,25-10-85,0,97,7,11
3912,Next Day Air,0,Action Comedy Crime,18065,en,2.747402,06-02-09,0,84,5.3,36
3913,Elmer Gantry,3000000,Drama,22013,en,6.734965,19-06-60,10400000,146,7.3,41
3914,Judgment at Nuremberg,3000000,Drama History,821,en,13.338539,01-12-61,10000000,186,7.6,155
3915,Trippin',0,Comedy Romance,53862,en,0.185373,12-05-99,9016377,94,4.5,4
3916,Red River,3000000,Western,3089,en,5.344815,26-08-48,9012000,133,7.3,82
3917,Phat Girlz,0,Comedy Romance,30139,en,0.982624,01-01-06,0,99,3.7,10
3918,Before Midnight,3000000,Romance Drama,132344,en,23.299907,05-04-13,11176469,108,7.4,568
3919,Teen Wolf Too,0,Comedy Fantasy Family,15582,en,4.103764,20-11-87,0,95,3.8,46
3920,Phantasm II,3000000,Action Horror Science Fiction Thriller,15158,en,5.003615,08-07-88,7282851,97,6.3,94
3921,Woman Thou Art Loosed,3000000,Drama,44634,en,0.019984,30-09-04,6804016,94,5,3
3922,Real Women Have Curves,0,Comedy Drama,30309,en,1.026243,01-01-02,0,86,5.8,19
3923,Water,0,Drama Foreign Romance,7509,en,2.787375,08-09-05,10422387,115,6.8,34
3924,East Is East,3800000,Comedy,10557,en,3.667372,14-05-99,28200000,97,6.5,59
3925,Whipped,3000000,Comedy Romance,23531,en,2.144354,01-09-00,0,82,3.1,11
3926,Kama Sutra - A Tale of Love,3000000,Drama History Romance,28005,en,3.937939,11-09-96,4109095,117,5.7,35
3927,Please Give,3000000,Comedy Drama,40247,en,5.325156,22-01-10,0,90,6,57
3928,Willy Wonka & the Chocolate Factory,3000000,Family Fantasy,252,en,23.981601,29-06-71,4000000,100,7.4,798
3929,Warlock: The Armageddon,0,Fantasy Horror Science Fiction,24126,en,3.107149,01-05-93,0,98,5.2,38
3930,8 Heads in a Duffel Bag,0,Comedy Crime,13982,en,5.016607,18-04-97,0,95,5.4,39
3931,Days of Heaven,0,Drama Romance,16642,en,13.857194,13-09-78,0,94,7.6,234
3932,Thirteen Conversations About One Thing,0,Drama,17734,en,6.997495,02-09-01,0,104,6.4,25
3933,Jawbreaker,3000000,Comedy,18892,en,4.337685,30-01-99,3076820,87,5.9,90
3934,Basquiat,2962051,Drama History,549,en,3.636634,09-08-96,3011195,108,6.6,94
3935,Frances Ha,0,Comedy Drama,121986,en,15.492257,17-05-13,4069826,86,7.2,345
3936,Tsotsi,3000000,Crime Drama,868,af,2.504169,18-08-05,9879971,94,6.9,94
3937,Happiness,3000000,Comedy Drama,10683,en,10.757539,16-10-98,2807390,139,7.4,194
3938,DysFunktional Family,0,Comedy Documentary,17995,en,1.580027,04-04-03,0,89,6.1,4
3939,Tusk,2800000,Comedy Horror,246403,en,15.754614,19-09-14,1826705,102,5.1,366
3940,Oldboy,3000000,Drama Thriller Mystery Action,670,ko,56.76349,01-01-03,14980005,120,8,1945
3941,Letters to God,0,Action Drama Family Thriller,35691,en,3.644872,09-04-10,0,110,6.5,37
3942,Hobo with a Shotgun,3000000,Action Comedy Thriller,49010,en,16.900433,06-05-11,748453,86,5.7,211
3943,Compadres,3000000,Action Comedy,317930,es,1.569246,31-03-16,0,101,5.2,17
3944,Freeway,3000000,Comedy Drama Thriller,11229,en,4.682881,23-08-96,0,110,6.5,95
3945,Love's Abiding Joy,0,TV Movie Action Drama Family,22488,en,1.128559,06-10-06,0,87,5.8,12
3946,Fish Tank,3000000,Drama,24469,en,12.68672,14-05-09,2357852,123,6.9,250
